"listing_clustered$cluster"
"1"	1
"2"	13
"3"	1
"4"	1
"5"	3
"6"	16
"7"	9
"8"	16
"9"	9
"10"	3
"11"	9
"12"	9
"13"	13
"14"	13
"15"	19
"16"	13
"17"	9
"18"	13
"19"	9
"20"	9
"21"	9
"22"	13
"23"	13
"24"	1
"25"	9
"26"	13
"27"	3
"28"	3
"29"	9
"30"	13
"31"	3
"32"	9
"33"	9
"34"	3
"35"	13
"36"	9
"37"	3
"38"	13
"39"	3
"40"	16
"41"	3
"42"	13
"43"	1
"44"	3
"45"	13
"46"	9
"47"	9
"48"	9
"49"	9
"50"	13
"51"	13
"52"	9
"53"	13
"54"	16
"55"	3
"56"	13
"57"	3
"58"	13
"59"	1
"60"	9
"61"	9
"62"	13
"63"	13
"64"	3
"65"	13
"66"	3
"67"	13
"68"	3
"69"	13
"70"	3
"71"	9
"72"	9
"73"	13
"74"	9
"75"	13
"76"	3
"77"	16
"78"	13
"79"	13
"80"	13
"81"	16
"82"	1
"83"	9
"84"	9
"85"	13
"86"	16
"87"	13
"88"	9
"89"	9
"90"	3
"91"	13
"92"	9
"93"	13
"94"	13
"95"	13
"96"	9
"97"	3
"98"	9
"99"	13
"100"	13
"101"	13
"102"	3
"103"	1
"104"	16
"105"	16
"106"	9
"107"	3
"108"	23
"109"	1
"110"	3
"111"	18
"112"	1
"113"	3
"114"	1
"115"	3
"116"	13
"117"	13
"118"	11
"119"	9
"120"	3
"121"	9
"122"	1
"123"	1
"124"	3
"125"	13
"126"	3
"127"	13
"128"	16
"129"	9
"130"	1
"131"	13
"132"	3
"133"	3
"134"	9
"135"	9
"136"	16
"137"	1
"138"	9
"139"	3
"140"	9
"141"	1
"142"	9
"143"	3
"144"	1
"145"	1
"146"	3
"147"	3
"148"	1
"149"	9
"150"	3
"151"	9
"152"	9
"153"	13
"154"	9
"155"	20
"156"	1
"157"	9
"158"	1
"159"	16
"160"	3
"161"	9
"162"	3
"163"	16
"164"	3
"165"	3
"166"	16
"167"	3
"168"	3
"169"	3
"170"	3
"171"	3
"172"	3
"173"	13
"174"	3
"175"	9
"176"	9
"177"	13
"178"	3
"179"	3
"180"	13
"181"	9
"182"	9
"183"	9
"184"	13
"185"	1
"186"	13
"187"	13
"188"	9
"189"	13
"190"	9
"191"	9
"192"	9
"193"	9
"194"	23
"195"	9
"196"	1
"197"	9
"198"	13
"199"	9
"200"	3
"201"	9
"202"	9
"203"	9
"204"	9
"205"	9
"206"	1
"207"	1
"208"	9
"209"	1
"210"	3
"211"	9
"212"	13
"213"	13
"214"	3
"215"	1
"216"	9
"217"	1
"218"	9
"219"	23
"220"	9
"221"	13
"222"	1
"223"	13
"224"	13
"225"	9
"226"	13
"227"	13
"228"	9
"229"	13
"230"	9
"231"	3
"232"	1
"233"	9
"234"	13
"235"	1
"236"	3
"237"	18
"238"	13
"239"	3
"240"	9
"241"	1
"242"	13
"243"	9
"244"	1
"245"	9
"246"	9
"247"	1
"248"	1
"249"	9
"250"	5
"251"	9
"252"	9
"253"	9
"254"	3
"255"	1
"256"	13
"257"	9
"258"	3
"259"	3
"260"	13
"261"	9
"262"	9
"263"	9
"264"	3
"265"	9
"266"	13
"267"	13
"268"	9
"269"	9
"270"	2
"271"	1
"272"	9
"273"	16
"274"	16
"275"	16
"276"	1
"277"	21
"278"	16
"279"	16
"280"	3
"281"	1
"282"	16
"283"	16
"284"	18
"285"	16
"286"	16
"287"	21
"288"	21
"289"	3
"290"	16
"291"	16
"292"	16
"293"	16
"294"	16
"295"	21
"296"	11
"297"	16
"298"	18
"299"	16
"300"	21
"301"	16
"302"	11
"303"	16
"304"	21
"305"	16
"306"	21
"307"	13
"308"	16
"309"	3
"310"	13
"311"	16
"312"	1
"313"	21
"314"	21
"315"	16
"316"	21
"317"	20
"318"	19
"319"	19
"320"	7
"321"	7
"322"	19
"323"	6
"324"	7
"325"	14
"326"	6
"327"	14
"328"	19
"329"	19
"330"	6
"331"	6
"332"	14
"333"	19
"334"	7
"335"	20
"336"	14
"337"	7
"338"	6
"339"	6
"340"	20
"341"	16
"342"	19
"343"	6
"344"	19
"345"	6
"346"	19
"347"	20
"348"	19
"349"	16
"350"	16
"351"	16
"352"	9
"353"	16
"354"	9
"355"	1
"356"	3
"357"	3
"358"	9
"359"	14
"360"	9
"361"	1
"362"	19
"363"	19
"364"	16
"365"	20
"366"	20
"367"	7
"368"	6
"369"	20
"370"	19
"371"	7
"372"	14
"373"	6
"374"	16
"375"	16
"376"	16
"377"	16
"378"	16
"379"	1
"380"	3
"381"	16
"382"	16
"383"	16
"384"	21
"385"	3
"386"	16
"387"	21
"388"	3
"389"	20
"390"	16
"391"	16
"392"	16
"393"	3
"394"	16
"395"	16
"396"	16
"397"	6
"398"	3
"399"	16
"400"	16
"401"	16
"402"	16
"403"	16
"404"	7
"405"	6
"406"	2
"407"	9
"408"	9
"409"	18
"410"	16
"411"	16
"412"	16
"413"	3
"414"	16
"415"	16
"416"	6
"417"	16
"418"	16
"419"	7
"420"	13
"421"	16
"422"	6
"423"	9
"424"	19
"425"	16
"426"	1
"427"	16
"428"	14
"429"	2
"430"	9
"431"	1
"432"	9
"433"	16
"434"	3
"435"	9
"436"	9
"437"	6
"438"	16
"439"	16
"440"	21
"441"	16
"442"	16
"443"	13
"444"	9
"445"	16
"446"	9
"447"	1
"448"	1
"449"	3
"450"	3
"451"	9
"452"	20
"453"	23
"454"	20
"455"	7
"456"	23
"457"	20
"458"	23
"459"	20
"460"	20
"461"	20
"462"	20
"463"	3
"464"	4
"465"	4
"466"	20
"467"	7
"468"	23
"469"	20
"470"	4
"471"	20
"472"	20
"473"	16
"474"	19
"475"	6
"476"	7
"477"	7
"478"	20
"479"	20
"480"	23
"481"	19
"482"	20
"483"	6
"484"	20
"485"	19
"486"	20
"487"	20
"488"	7
"489"	20
"490"	14
"491"	23
"492"	12
"493"	16
"494"	16
"495"	20
"496"	20
"497"	20
"498"	14
"499"	23
"500"	20
"501"	20
"502"	16
"503"	20
"504"	20
"505"	20
"506"	4
"507"	4
"508"	20
"509"	20
"510"	20
"511"	20
"512"	20
"513"	20
"514"	19
"515"	12
"516"	20
"517"	6
"518"	20
"519"	20
"520"	20
"521"	3
"522"	23
"523"	20
"524"	20
"525"	20
"526"	23
"527"	6
"528"	19
"529"	6
"530"	16
"531"	16
"532"	20
"533"	4
"534"	16
"535"	8
"536"	8
"537"	8
"538"	16
"539"	4
"540"	5
"541"	10
"542"	16
"543"	20
"544"	10
"545"	8
"546"	20
"547"	20
"548"	20
"549"	20
"550"	23
"551"	23
"552"	6
"553"	23
"554"	20
"555"	8
"556"	3
"557"	8
"558"	20
"559"	4
"560"	19
"561"	20
"562"	14
"563"	16
"564"	16
"565"	5
"566"	23
"567"	6
"568"	12
"569"	6
"570"	20
"571"	20
"572"	20
"573"	20
"574"	20
"575"	4
"576"	20
"577"	20
"578"	17
"579"	19
"580"	6
"581"	20
"582"	4
"583"	22
"584"	20
"585"	16
"586"	20
"587"	20
"588"	20
"589"	23
"590"	20
"591"	20
"592"	20
"593"	23
"594"	20
"595"	20
"596"	20
"597"	14
"598"	20
"599"	20
"600"	20
"601"	20
"602"	20
"603"	20
"604"	14
"605"	4
"606"	20
"607"	20
"608"	20
"609"	19
"610"	23
"611"	19
"612"	20
"613"	20
"614"	20
"615"	7
"616"	20
"617"	20
"618"	6
"619"	20
"620"	7
"621"	20
"622"	12
"623"	19
"624"	6
"625"	16
"626"	20
"627"	16
"628"	20
"629"	19
"630"	16
"631"	20
"632"	16
"633"	20
"634"	19
"635"	20
"636"	23
"637"	23
"638"	22
"639"	14
"640"	14
"641"	20
"642"	23
"643"	12
"644"	20
"645"	6
"646"	7
"647"	12
"648"	16
"649"	7
"650"	22
"651"	16
"652"	20
"653"	17
"654"	23
"655"	20
"656"	12
"657"	20
"658"	20
"659"	20
"660"	20
"661"	20
"662"	12
"663"	20
"664"	20
"665"	6
"666"	20
"667"	20
"668"	20
"669"	20
"670"	14
"671"	7
"672"	3
"673"	6
"674"	20
"675"	20
"676"	15
"677"	20
"678"	19
"679"	7
"680"	16
"681"	16
"682"	16
"683"	16
"684"	16
"685"	20
"686"	20
"687"	20
"688"	15
"689"	12
"690"	23
"691"	6
"692"	6
"693"	20
"694"	20
"695"	20
"696"	7
"697"	12
"698"	20
"699"	20
"700"	20
"701"	5
"702"	19
"703"	7
"704"	14
"705"	16
"706"	20
"707"	20
"708"	3
"709"	20
"710"	6
"711"	20
"712"	20
"713"	20
"714"	20
"715"	20
"716"	20
"717"	20
"718"	20
"719"	23
"720"	20
"721"	20
"722"	20
"723"	20
"724"	6
"725"	20
"726"	20
"727"	19
"728"	19
"729"	6
"730"	20
"731"	19
"732"	20
"733"	20
"734"	20
"735"	20
"736"	20
"737"	20
"738"	20
"739"	12
"740"	20
"741"	15
"742"	20
"743"	23
"744"	19
"745"	13
"746"	4
"747"	20
"748"	20
"749"	20
"750"	7
"751"	20
"752"	20
"753"	20
"754"	20
"755"	14
"756"	20
"757"	20
"758"	20
"759"	14
"760"	7
"761"	8
"762"	23
"763"	20
"764"	20
"765"	23
"766"	7
"767"	23
"768"	20
"769"	20
"770"	20
"771"	6
"772"	12
"773"	20
"774"	20
"775"	20
"776"	12
"777"	20
"778"	20
"779"	20
"780"	20
"781"	20
"782"	20
"783"	20
"784"	20
"785"	20
"786"	8
"787"	16
"788"	20
"789"	20
"790"	16
"791"	16
"792"	3
"793"	20
"794"	22
"795"	7
"796"	12
"797"	12
"798"	20
"799"	12
"800"	6
"801"	8
"802"	9
"803"	1
"804"	12
"805"	20
"806"	7
"807"	8
"808"	12
"809"	20
"810"	20
"811"	23
"812"	20
"813"	6
"814"	20
"815"	14
"816"	20
"817"	20
"818"	20
"819"	20
"820"	20
